draw,date,ad_date,numbers,price,lottery_type
107000014,107/01/16,2018-01-16,"07,12,13,15,23",8000000,daily_cash
107000015,107/01/17,2018-01-17,"07,09,12,25,26",8000000,daily_cash
107000016,107/01/18,2018-01-18,"08,23,29,35,37",8000000,daily_cash
107000017,107/01/19,2018-01-19,"03,05,14,15,20",8000000,daily_cash
107000018,107/01/20,2018-01-20,"12,23,25,26,28",8000000,daily_cash
107000019,107/01/22,2018-01-22,"14,23,32,34,35",8000000,daily_cash
107000020,107/01/23,2018-01-23,"01,04,07,29,33",8000000,daily_cash
107000021,107/01/24,2018-01-24,"23,27,30,36,37",8000000,daily_cash
107000022,107/01/25,2018-01-25,"06,07,14,22,36",8000000,daily_cash
107000023,107/01/26,2018-01-26,"02,17,19,24,27",8000000,daily_cash
107000024,107/01/27,2018-01-27,"03,23,29,34,39",8000000,daily_cash
107000025,107/01/29,2018-01-29,"19,22,24,31,37",8000000,daily_cash
107000026,107/01/30,2018-01-30,"08,10,15,17,31",8000000,daily_cash
107000027,107/01/31,2018-01-31,"01,02,13,22,39",8000000,daily_cash
107000028,107/02/01,2018-02-01,"13,15,20,22,37",8000000,daily_cash
107000029,107/02/02,2018-02-02,"01,10,13,16,20",8000000,daily_cash
107000030,107/02/03,2018-02-03,"12,21,24,31,34",8000000,daily_cash
107000031,107/02/05,2018-02-05,"05,17,22,23,24",8000000,daily_cash
107000032,107/02/06,2018-02-06,"10,12,17,24,35",8000000,daily_cash
107000033,107/02/07,2018-02-07,"03,25,26,30,31",8000000,daily_cash
107000034,107/02/08,2018-02-08,"01,05,24,30,34",8000000,daily_cash
107000035,107/02/09,2018-02-09,"05,07,31,32,39",8000000,daily_cash
107000036,107/02/10,2018-02-10,"14,17,19,21,39",8000000,daily_cash
107000037,107/02/12,2018-02-12,"04,11,14,16,28",8000000,daily_cash
107000038,107/02/13,2018-02-13,"10,19,20,23,33",8000000,daily_cash
107000039,107/02/14,2018-02-14,"02,07,12,17,39",8000000,daily_cash
107000040,107/02/15,2018-02-15,"02,05,11,18,28",8000000,daily_cash
107000041,107/02/16,2018-02-16,"01,02,08,18,31",8000000,daily_cash
107000042,107/02/17,2018-02-17,"01,03,13,24,38",8000000,daily_cash
107000043,107/02/19,2018-02-19,"07,13,25,33,38",8000000,daily_cash
107000044,107/02/20,2018-02-20,"02,06,08,23,36",8000000,daily_cash
107000045,107/02/21,2018-02-21,"03,13,27,28,34",8000000,daily_cash
107000046,107/02/22,2018-02-22,"01,06,14,18,24",8000000,daily_cash
107000047,107/02/23,2018-02-23,"02,05,15,17,31",8000000,daily_cash
107000048,107/02/24,2018-02-24,"04,09,25,26,32",8000000,daily_cash
107000049,107/02/26,2018-02-26,"07,12,33,35,37",8000000,daily_cash
107000050,107/02/27,2018-02-27,"09,12,14,17,32",8000000,daily_cash
107000051,107/02/28,2018-02-28,"02,14,25,31,36",8000000,daily_cash
107000052,107/03/01,2018-03-01,"04,08,20,31,39",8000000,daily_cash
107000053,107/03/02,2018-03-02,"10,22,25,27,37",8000000,daily_cash
107000054,107/03/03,2018-03-03,"05,14,16,27,36",8000000,daily_cash
107000055,107/03/05,2018-03-05,"15,24,27,30,35",8000000,daily_cash
107000056,107/03/06,2018-03-06,"11,14,24,27,32",8000000,daily_cash
107000057,107/03/07,2018-03-07,"01,08,15,32,39",8000000,daily_cash
107000058,107/03/08,2018-03-08,"10,15,24,29,38",8000000,daily_cash
107000059,107/03/09,2018-03-09,"01,13,18,25,29",8000000,daily_cash
107000060,107/03/10,2018-03-10,"06,07,11,14,27",8000000,daily_cash
107000061,107/03/12,2018-03-12,"01,02,08,33,35",8000000,daily_cash
107000062,107/03/13,2018-03-13,"04,06,09,33,36",8000000,daily_cash
107000063,107/03/14,2018-03-14,"02,21,25,30,31",8000000,daily_cash
107000064,107/03/15,2018-03-15,"02,04,22,30,32",8000000,daily_cash
107000065,107/03/16,2018-03-16,"02,15,16,28,37",8000000,daily_cash
107000066,107/03/17,2018-03-17,"08,14,26,36,39",8000000,daily_cash
107000067,107/03/19,2018-03-19,"07,16,19,36,37",8000000,daily_cash
107000068,107/03/20,2018-03-20,"07,08,25,29,32",8000000,daily_cash
107000069,107/03/21,2018-03-21,"05,08,22,26,36",8000000,daily_cash
107000070,107/03/22,2018-03-22,"04,06,11,31,36",8000000,daily_cash
107000071,107/03/23,2018-03-23,"06,21,33,34,38",8000000,daily_cash
107000072,107/03/24,2018-03-24,"02,14,17,23,24",8000000,daily_cash
107000073,107/03/26,2018-03-26,"02,07,23,32,39",8000000,daily_cash
107000074,107/03/27,2018-03-27,"01,06,14,35,38",8000000,daily_cash
107000075,107/03/28,2018-03-28,"15,23,25,30,36",8000000,daily_cash
107000076,107/03/29,2018-03-29,"13,19,23,28,31",8000000,daily_cash
107000077,107/03/30,2018-03-30,"09,14,21,32,33",8000000,daily_cash
107000078,107/03/31,2018-03-31,"04,09,19,27,28",8000000,daily_cash
107000079,107/04/02,2018-04-02,"08,14,18,23,32",8000000,daily_cash
107000080,107/04/03,2018-04-03,"06,08,10,21,32",8000000,daily_cash
107000081,107/04/04,2018-04-04,"07,20,23,26,38",8000000,daily_cash
107000082,107/04/05,2018-04-05,"12,16,27,31,37",8000000,daily_cash
107000083,107/04/06,2018-04-06,"01,15,21,35,38",8000000,daily_cash
107000084,107/04/07,2018-04-07,"05,06,07,10,20",8000000,daily_cash
107000085,107/04/09,2018-04-09,"12,27,32,34,36",8000000,daily_cash
107000086,107/04/10,2018-04-10,"07,13,25,28,32",8000000,daily_cash
107000087,107/04/11,2018-04-11,"08,16,27,29,30",8000000,daily_cash
107000088,107/04/12,2018-04-12,"03,10,14,20,23",8000000,daily_cash
107000089,107/04/13,2018-04-13,"02,08,22,27,39",8000000,daily_cash
107000090,107/04/14,2018-04-14,"09,22,32,34,39",8000000,daily_cash
107000091,107/04/16,2018-04-16,"05,07,08,21,22",8000000,daily_cash
107000092,107/04/17,2018-04-17,"01,07,13,30,32",8000000,daily_cash
107000093,107/04/18,2018-04-18,"12,16,29,30,39",8000000,daily_cash
107000094,107/04/19,2018-04-19,"01,06,18,21,39",8000000,daily_cash
107000095,107/04/20,2018-04-20,"12,23,24,25,39",8000000,daily_cash
107000096,107/04/21,2018-04-21,"04,12,13,15,37",8000000,daily_cash
107000097,107/04/23,2018-04-23,"04,10,16,36,38",8000000,daily_cash
107000098,107/04/24,2018-04-24,"03,05,11,18,19",8000000,daily_cash
107000099,107/04/25,2018-04-25,"04,07,10,15,26",8000000,daily_cash
107000100,107/04/26,2018-04-26,"03,04,06,36,39",8000000,daily_cash
107000101,107/04/27,2018-04-27,"10,17,29,31,37",8000000,daily_cash
107000102,107/04/28,2018-04-28,"01,05,13,22,28",8000000,daily_cash
107000103,107/04/30,2018-04-30,"01,15,21,26,32",8000000,daily_cash
107000104,107/05/01,2018-05-01,"02,15,35,36,38",8000000,daily_cash
107000105,107/05/02,2018-05-02,"05,19,27,35,38",8000000,daily_cash
107000106,107/05/03,2018-05-03,"12,19,25,28,33",8000000,daily_cash
107000107,107/05/04,2018-05-04,"02,03,04,24,39",8000000,daily_cash
107000108,107/05/05,2018-05-05,"08,15,20,21,35",8000000,daily_cash
107000109,107/05/07,2018-05-07,"02,07,16,18,37",8000000,daily_cash
107000110,107/05/08,2018-05-08,"11,26,32,34,39",8000000,daily_cash
107000111,107/05/09,2018-05-09,"02,14,19,20,29",8000000,daily_cash
107000112,107/05/10,2018-05-10,"03,16,19,20,25",8000000,daily_cash
107000113,107/05/11,2018-05-11,"04,22,25,31,32",8000000,daily_cash
107000114,107/05/12,2018-05-12,"13,26,33,34,38",8000000,daily_cash
107000115,107/05/14,2018-05-14,"12,20,23,33,39",8000000,daily_cash
107000116,107/05/15,2018-05-15,"04,06,18,24,31",8000000,daily_cash
107000117,107/05/16,2018-05-16,"15,17,27,28,30",8000000,daily_cash
107000118,107/05/17,2018-05-17,"05,15,24,28,35",8000000,daily_cash
107000119,107/05/18,2018-05-18,"09,12,16,29,35",8000000,daily_cash
107000120,107/05/19,2018-05-19,"17,24,25,34,36",8000000,daily_cash
107000121,107/05/21,2018-05-21,"20,21,23,29,30",8000000,daily_cash
107000122,107/05/22,2018-05-22,"05,08,18,29,31",8000000,daily_cash
107000123,107/05/23,2018-05-23,"08,14,24,30,35",8000000,daily_cash
107000124,107/05/24,2018-05-24,"03,08,16,19,21",8000000,daily_cash
107000125,107/05/25,2018-05-25,"03,04,13,23,30",8000000,daily_cash
107000126,107/05/26,2018-05-26,"05,16,23,24,33",8000000,daily_cash
107000127,107/05/28,2018-05-28,"03,05,07,16,37",8000000,daily_cash
107000128,107/05/29,2018-05-29,"15,20,25,27,30",8000000,daily_cash
107000129,107/05/30,2018-05-30,"05,16,25,29,34",8000000,daily_cash
107000130,107/05/31,2018-05-31,"15,19,24,25,39",8000000,daily_cash
107000131,107/06/01,2018-06-01,"11,16,21,34,38",8000000,daily_cash
107000132,107/06/02,2018-06-02,"09,10,24,34,38",8000000,daily_cash
107000133,107/06/04,2018-06-04,"06,18,23,31,37",8000000,daily_cash
107000134,107/06/05,2018-06-05,"02,10,15,23,24",8000000,daily_cash
107000135,107/06/06,2018-06-06,"04,15,22,30,34",8000000,daily_cash
107000136,107/06/07,2018-06-07,"02,05,11,14,22",8000000,daily_cash
107000137,107/06/08,2018-06-08,"20,22,26,31,36",8000000,daily_cash
107000138,107/06/09,2018-06-09,"05,16,18,30,33",8000000,daily_cash
107000139,107/06/11,2018-06-11,"01,10,20,36,37",8000000,daily_cash
107000140,107/06/12,2018-06-12,"18,21,23,31,36",8000000,daily_cash
107000141,107/06/13,2018-06-13,"02,05,19,22,26",8000000,daily_cash
107000142,107/06/14,2018-06-14,"01,14,17,27,29",8000000,daily_cash
107000143,107/06/15,2018-06-15,"09,10,16,27,37",8000000,daily_cash
107000144,107/06/16,2018-06-16,"19,20,26,31,34",8000000,daily_cash
107000145,107/06/18,2018-06-18,"04,08,16,33,36",8000000,daily_cash
107000146,107/06/19,2018-06-19,"04,10,12,28,30",8000000,daily_cash
107000147,107/06/20,2018-06-20,"01,16,28,31,33",8000000,daily_cash
107000148,107/06/21,2018-06-21,"10,13,24,26,37",8000000,daily_cash
107000149,107/06/22,2018-06-22,"09,13,14,17,20",8000000,daily_cash
107000150,107/06/23,2018-06-23,"06,19,20,29,37",8000000,daily_cash
107000151,107/06/25,2018-06-25,"06,22,30,37,38",8000000,daily_cash
107000152,107/06/26,2018-06-26,"03,04,19,25,30",8000000,daily_cash
107000153,107/06/27,2018-06-27,"08,16,17,21,37",8000000,daily_cash
107000154,107/06/28,2018-06-28,"12,17,24,25,37",8000000,daily_cash
107000155,107/06/29,2018-06-29,"05,07,25,34,36",8000000,daily_cash
107000156,107/06/30,2018-06-30,"12,33,36,38,39",8000000,daily_cash
107000157,107/07/02,2018-07-02,"11,16,21,24,34",8000000,daily_cash
107000158,107/07/03,2018-07-03,"09,16,19,20,37",8000000,daily_cash
107000159,107/07/04,2018-07-04,"19,21,22,23,34",8000000,daily_cash
107000160,107/07/05,2018-07-05,"08,14,18,27,33",8000000,daily_cash
107000161,107/07/06,2018-07-06,"13,16,17,20,25",8000000,daily_cash
107000162,107/07/07,2018-07-07,"06,11,12,29,34",8000000,daily_cash
107000163,107/07/09,2018-07-09,"15,17,18,22,23",8000000,daily_cash
107000164,107/07/10,2018-07-10,"04,07,09,10,20",8000000,daily_cash
107000165,107/07/11,2018-07-11,"04,10,12,14,20",8000000,daily_cash
107000166,107/07/12,2018-07-12,"02,12,29,35,38",8000000,daily_cash
107000167,107/07/13,2018-07-13,"12,16,19,24,32",8000000,daily_cash
107000168,107/07/14,2018-07-14,"11,17,28,33,37",8000000,daily_cash
107000169,107/07/16,2018-07-16,"09,13,30,32,34",8000000,daily_cash
107000170,107/07/17,2018-07-17,"20,22,27,31,32",8000000,daily_cash
107000171,107/07/18,2018-07-18,"05,08,15,19,23",8000000,daily_cash
107000172,107/07/19,2018-07-19,"15,22,26,32,33",8000000,daily_cash
107000173,107/07/20,2018-07-20,"05,08,12,26,31",8000000,daily_cash
107000174,107/07/21,2018-07-21,"02,03,08,18,34",8000000,daily_cash
107000175,107/07/23,2018-07-23,"01,07,18,33,34",8000000,daily_cash
107000176,107/07/24,2018-07-24,"02,03,23,25,35",8000000,daily_cash
107000177,107/07/25,2018-07-25,"08,11,12,24,30",8000000,daily_cash
107000178,107/07/26,2018-07-26,"01,05,16,28,38",8000000,daily_cash
107000179,107/07/27,2018-07-27,"07,15,26,33,39",8000000,daily_cash
107000180,107/07/28,2018-07-28,"10,12,23,28,37",8000000,daily_cash
107000181,107/07/30,2018-07-30,"04,14,18,27,28",8000000,daily_cash
107000182,107/07/31,2018-07-31,"05,18,21,35,37",8000000,daily_cash
107000183,107/08/01,2018-08-01,"05,17,18,26,29",8000000,daily_cash
107000184,107/08/02,2018-08-02,"18,26,29,36,37",8000000,daily_cash
107000185,107/08/03,2018-08-03,"05,07,09,15,37",8000000,daily_cash
107000186,107/08/04,2018-08-04,"01,31,32,35,38",8000000,daily_cash
107000187,107/08/06,2018-08-06,"13,14,16,34,37",8000000,daily_cash
107000188,107/08/07,2018-08-07,"02,12,23,28,31",8000000,daily_cash
107000189,107/08/08,2018-08-08,"02,10,23,27,33",8000000,daily_cash
107000190,107/08/09,2018-08-09,"09,10,17,21,23",8000000,daily_cash
107000191,107/08/10,2018-08-10,"06,07,08,19,27",8000000,daily_cash
107000192,107/08/11,2018-08-11,"11,14,22,24,34",8000000,daily_cash
107000193,107/08/13,2018-08-13,"05,12,25,28,32",8000000,daily_cash
107000194,107/08/14,2018-08-14,"13,17,23,26,37",8000000,daily_cash
107000195,107/08/15,2018-08-15,"07,14,16,17,39",8000000,daily_cash
107000196,107/08/16,2018-08-16,"03,08,09,22,23",8000000,daily_cash
107000197,107/08/17,2018-08-17,"03,07,13,21,22",8000000,daily_cash
107000198,107/08/18,2018-08-18,"14,16,20,22,26",8000000,daily_cash
107000199,107/08/20,2018-08-20,"03,10,15,22,28",8000000,daily_cash
107000200,107/08/21,2018-08-21,"09,14,20,34,38",8000000,daily_cash
107000201,107/08/22,2018-08-22,"01,12,31,32,36",8000000,daily_cash
107000202,107/08/23,2018-08-23,"04,08,11,36,38",8000000,daily_cash
107000203,107/08/24,2018-08-24,"15,17,21,27,29",8000000,daily_cash
107000204,107/08/25,2018-08-25,"12,13,15,29,36",8000000,daily_cash
107000205,107/08/27,2018-08-27,"06,15,21,26,29",8000000,daily_cash
107000206,107/08/28,2018-08-28,"03,11,26,33,36",8000000,daily_cash
107000207,107/08/29,2018-08-29,"05,15,16,34,38",8000000,daily_cash
107000208,107/08/30,2018-08-30,"01,13,21,24,36",8000000,daily_cash
107000209,107/08/31,2018-08-31,"02,04,06,14,18",8000000,daily_cash
107000210,107/09/01,2018-09-01,"04,10,20,26,34",8000000,daily_cash
107000211,107/09/03,2018-09-03,"08,28,33,35,36",8000000,daily_cash
107000212,107/09/04,2018-09-04,"07,13,17,28,38",8000000,daily_cash
107000213,107/09/05,2018-09-05,"01,05,31,37,39",8000000,daily_cash
107000214,107/09/06,2018-09-06,"02,10,11,25,37",8000000,daily_cash
107000215,107/09/07,2018-09-07,"19,23,27,31,32",8000000,daily_cash
107000216,107/09/08,2018-09-08,"02,19,21,25,31",8000000,daily_cash
107000217,107/09/10,2018-09-10,"02,21,24,25,37",8000000,daily_cash
107000218,107/09/11,2018-09-11,"13,20,28,29,37",8000000,daily_cash
107000219,107/09/12,2018-09-12,"04,15,28,33,38",8000000,daily_cash
107000220,107/09/13,2018-09-13,"01,09,21,25,35",8000000,daily_cash
107000221,107/09/14,2018-09-14,"02,03,12,20,39",8000000,daily_cash
107000222,107/09/15,2018-09-15,"05,20,22,24,27",8000000,daily_cash
107000223,107/09/17,2018-09-17,"08,11,22,23,26",8000000,daily_cash
107000224,107/09/18,2018-09-18,"07,09,15,24,25",8000000,daily_cash
107000225,107/09/19,2018-09-19,"01,04,24,26,32",8000000,daily_cash
107000226,107/09/20,2018-09-20,"14,24,28,31,39",8000000,daily_cash
107000227,107/09/21,2018-09-21,"01,02,12,27,34",8000000,daily_cash
107000228,107/09/22,2018-09-22,"04,09,25,31,34",8000000,daily_cash
107000229,107/09/24,2018-09-24,"09,21,22,28,38",8000000,daily_cash
107000230,107/09/25,2018-09-25,"05,07,20,38,39",8000000,daily_cash
107000231,107/09/26,2018-09-26,"02,26,32,34,38",8000000,daily_cash
107000232,107/09/27,2018-09-27,"14,16,19,23,27",8000000,daily_cash
107000233,107/09/28,2018-09-28,"11,19,21,24,25",8000000,daily_cash
107000234,107/09/29,2018-09-29,"09,12,25,28,37",8000000,daily_cash
107000235,107/10/01,2018-10-01,"04,11,23,25,36",8000000,daily_cash
107000236,107/10/02,2018-10-02,"09,21,27,33,34",8000000,daily_cash
107000237,107/10/03,2018-10-03,"03,15,26,30,38",8000000,daily_cash
107000238,107/10/04,2018-10-04,"14,17,23,28,30",8000000,daily_cash
107000239,107/10/05,2018-10-05,"15,18,20,28,29",8000000,daily_cash
107000240,107/10/06,2018-10-06,"01,07,08,13,28",8000000,daily_cash
107000241,107/10/08,2018-10-08,"07,25,29,32,36",8000000,daily_cash
107000242,107/10/09,2018-10-09,"04,09,14,15,21",8000000,daily_cash
107000243,107/10/10,2018-10-10,"02,09,14,22,37",8000000,daily_cash
107000244,107/10/11,2018-10-11,"14,16,27,32,35",8000000,daily_cash
107000245,107/10/12,2018-10-12,"24,25,26,35,38",8000000,daily_cash
107000246,107/10/13,2018-10-13,"11,16,22,27,36",8000000,daily_cash
107000247,107/10/15,2018-10-15,"19,28,34,38,39",8000000,daily_cash
107000248,107/10/16,2018-10-16,"01,05,19,29,39",8000000,daily_cash
107000249,107/10/17,2018-10-17,"01,23,30,37,39",8000000,daily_cash
107000250,107/10/18,2018-10-18,"01,05,07,13,34",8000000,daily_cash
107000251,107/10/19,2018-10-19,"02,06,14,25,26",8000000,daily_cash
107000252,107/10/20,2018-10-20,"06,18,30,36,37",8000000,daily_cash
107000253,107/10/22,2018-10-22,"08,17,21,24,28",8000000,daily_cash
107000254,107/10/23,2018-10-23,"01,03,18,22,35",8000000,daily_cash
107000255,107/10/24,2018-10-24,"06,29,31,32,39",8000000,daily_cash
107000256,107/10/25,2018-10-25,"08,15,19,27,36",8000000,daily_cash
107000257,107/10/26,2018-10-26,"07,21,22,36,38",8000000,daily_cash
107000258,107/10/27,2018-10-27,"06,18,19,31,32",8000000,daily_cash
107000259,107/10/29,2018-10-29,"14,17,20,34,38",8000000,daily_cash
107000260,107/10/30,2018-10-30,"06,12,20,25,35",8000000,daily_cash
107000261,107/10/31,2018-10-31,"12,13,15,25,28",8000000,daily_cash
107000262,107/11/01,2018-11-01,"14,26,28,31,37",8000000,daily_cash
107000263,107/11/02,2018-11-02,"01,23,25,26,34",8000000,daily_cash
107000264,107/11/03,2018-11-03,"10,12,19,24,32",8000000,daily_cash
107000265,107/11/05,2018-11-05,"01,17,26,33,37",8000000,daily_cash
107000266,107/11/06,2018-11-06,"05,18,21,30,31",8000000,daily_cash
107000267,107/11/07,2018-11-07,"06,10,13,19,31",8000000,daily_cash
107000268,107/11/08,2018-11-08,"04,07,16,31,35",8000000,daily_cash
107000269,107/11/09,2018-11-09,"10,27,30,33,35",8000000,daily_cash
107000270,107/11/10,2018-11-10,"04,09,18,32,38",8000000,daily_cash
107000271,107/11/12,2018-11-12,"03,06,18,25,38",8000000,daily_cash
107000272,107/11/13,2018-11-13,"06,11,12,25,37",8000000,daily_cash
107000273,107/11/14,2018-11-14,"16,25,29,32,35",8000000,daily_cash
107000274,107/11/15,2018-11-15,"04,10,14,18,22",8000000,daily_cash
107000275,107/11/16,2018-11-16,"01,13,17,33,38",8000000,daily_cash
107000276,107/11/17,2018-11-17,"02,04,13,14,16",8000000,daily_cash
107000277,107/11/19,2018-11-19,"02,08,10,19,36",8000000,daily_cash
107000278,107/11/20,2018-11-20,"15,27,28,30,31",8000000,daily_cash
107000279,107/11/21,2018-11-21,"19,24,27,31,39",8000000,daily_cash
107000280,107/11/22,2018-11-22,"02,06,08,13,25",8000000,daily_cash
107000281,107/11/23,2018-11-23,"08,17,18,33,34",8000000,daily_cash
107000282,107/11/24,2018-11-24,"01,02,07,31,39",8000000,daily_cash
107000283,107/11/26,2018-11-26,"04,13,17,19,35",8000000,daily_cash
107000284,107/11/27,2018-11-27,"08,16,25,33,36",8000000,daily_cash
107000285,107/11/28,2018-11-28,"04,06,20,23,37",8000000,daily_cash
107000286,107/11/29,2018-11-29,"03,05,12,26,29",8000000,daily_cash
107000287,107/11/30,2018-11-30,"04,07,12,37,39",8000000,daily_cash
107000288,107/12/01,2018-12-01,"01,04,08,12,14",8000000,daily_cash
107000289,107/12/03,2018-12-03,"12,18,19,28,29",8000000,daily_cash
107000290,107/12/04,2018-12-04,"02,14,25,33,39",8000000,daily_cash
107000291,107/12/05,2018-12-05,"04,10,16,17,31",8000000,daily_cash
107000292,107/12/06,2018-12-06,"09,18,22,24,38",8000000,daily_cash
107000293,107/12/07,2018-12-07,"12,14,15,29,32",8000000,daily_cash
107000294,107/12/08,2018-12-08,"02,22,23,27,38",8000000,daily_cash
107000295,107/12/10,2018-12-10,"09,16,20,31,34",8000000,daily_cash
107000296,107/12/11,2018-12-11,"03,05,22,29,34",8000000,daily_cash
107000297,107/12/12,2018-12-12,"12,14,21,22,25",8000000,daily_cash
107000298,107/12/13,2018-12-13,"02,15,17,27,35",8000000,daily_cash
107000299,107/12/14,2018-12-14,"19,27,33,35,36",8000000,daily_cash
107000300,107/12/15,2018-12-15,"01,12,24,26,38",8000000,daily_cash
107000301,107/12/17,2018-12-17,"04,05,07,25,36",8000000,daily_cash
107000302,107/12/18,2018-12-18,"04,16,18,23,34",8000000,daily_cash
107000303,107/12/19,2018-12-19,"08,20,23,28,36",8000000,daily_cash
107000304,107/12/20,2018-12-20,"06,07,10,16,32",8000000,daily_cash
107000305,107/12/21,2018-12-21,"03,04,12,30,33",8000000,daily_cash
107000306,107/12/22,2018-12-22,"06,10,14,18,38",8000000,daily_cash
107000307,107/12/24,2018-12-24,"09,10,20,27,39",8000000,daily_cash
107000308,107/12/25,2018-12-25,"03,04,08,34,39",8000000,daily_cash
107000309,107/12/26,2018-12-26,"12,14,22,23,26",8000000,daily_cash
107000310,107/12/27,2018-12-27,"11,29,30,32,34",8000000,daily_cash
107000311,107/12/28,2018-12-28,"10,12,14,34,37",8000000,daily_cash
107000312,107/12/29,2018-12-29,"01,10,29,34,38",8000000,daily_cash
107000313,107/12/31,2018-12-31,"07,11,21,27,30",8000000,daily_cash
108000001,108/01/01,2019-01-01,"12,30,33,36,38",8000000,daily_cash
108000002,108/01/02,2019-01-02,"04,05,09,18,39",8000000,daily_cash
108000003,108/01/03,2019-01-03,"05,19,21,24,28",8000000,daily_cash
108000004,108/01/04,2019-01-04,"06,08,21,29,37",8000000,daily_cash
108000005,108/01/05,2019-01-05,"09,10,14,23,36",8000000,daily_cash
